Record Length,2.500000e+03,,  -0.000014300000,  -1.28000,
Sample Interval,1.000000e-08,,  -0.000014290000,  -1.24000,
Trigger Point,1.430000000000e+03,,  -0.000014280000,  -1.28000,
,,,  -0.000014270000,  -1.24000,
,,,  -0.000014260000,  -1.24000,
,,,  -0.000014250000,  -1.28000,
Source,CH1,,  -0.000014240000,  -1.28000,
Vertical Units,V,,  -0.000014230000,  -1.28000,
Vertical Scale,1.000000e+00,,  -0.000014220000,  -1.20000,
Vertical Offset,1.640000e+00,,  -0.000014210000,  -1.24000,
Horizontal Units,s,,  -0.000014200000,  -1.24000,
Horizontal Scale,2.500000e-06,,  -0.000014190000,  -1.24000,
Pt Fmt,Y,,  -0.000014180000,  -1.28000,
Yzero,0.000000e+00,,  -0.000014170000,  -1.32000,
Probe Atten,1.000000e+00,,  -0.000014160000,  -1.36000,
Model Number,TDS2022B,,  -0.000014150000,  -1.28000,
Serial Number,C055603,,  -0.000014140000,  -1.32000,
Firmware Version,FV:v22.16,,  -0.000014130000,  -1.24000,
,,,-00.000014120000,  -1.28000,
,,,-00.000014110000,  -1.28000,
,,,-00.000014100000,  -1.28000,
,,,-00.000014090000,  -1.24000,
,,,-00.000014080000,  -1.32000,
,,,-00.000014070000,  -1.28000,
,,,-00.000014060000,  -1.28000,
,,,-00.000014050000,  -1.32000,
,,,-00.000014040000,  -1.24000,
,,,-00.000014030000,  -1.24000,
,,,-00.000014020000,  -1.28000,
,,,-00.000014010000,  -1.28000,
,,,-00.000014000000,  -1.28000,
,,,-00.000013990000,  -1.28000,
,,,-00.000013980000,  -1.28000,
,,,-00.000013970000,  -1.24000,
,,,-00.000013960000,  -1.24000,
,,,-00.000013950000,  -1.28000,
,,,-00.000013940000,  -1.28000,
,,,-00.000013930000,  -1.28000,
,,,-00.000013920000,  -1.32000,
,,,-00.000013910000,  -1.24000,
,,,-00.000013900000,  -1.28000,
,,,-00.000013890000,  -1.24000,
,,,-00.000013880000,  -1.24000,
,,,-00.000013870000,  -1.28000,
,,,-00.000013860000,  -1.24000,
,,,-00.000013850000,  -1.32000,
,,,-00.000013840000,  -1.32000,
,,,-00.000013830000,  -1.28000,
,,,-00.000013820000,  -1.32000,
,,,-00.000013810000,  -1.28000,
,,,-00.000013800000,  -1.32000,
,,,-00.000013790000,  -1.28000,
,,,-00.000013780000,  -1.32000,
,,,-00.000013770000,  -1.28000,
,,,-00.000013760000,  -1.28000,
,,,-00.000013750000,  -1.28000,
,,,-00.000013740000,  -1.32000,
,,,-00.000013730000,  -1.24000,
,,,-00.000013720000,  -1.24000,
,,,-00.000013710000,  -1.20000,
,,,-00.000013700000,  -1.24000,
,,,-00.000013690000,  -1.28000,
,,,-00.000013680000,  -1.32000,
,,,-00.000013670000,  -1.16000,
,,,-00.000013660000,  -1.20000,
,,,-00.000013650000,  -1.28000,
,,,-00.000013640000,  -1.28000,
,,,-00.000013630000,  -1.20000,
,,,-00.000013620000,  -1.28000,
,,,-00.000013610000,  -1.32000,
,,,-00.000013600000,  -1.24000,
,,,-00.000013590000,  -1.28000,
,,,-00.000013580000,  -1.36000,
,,,-00.000013570000,  -1.36000,
,,,-00.000013560000,  -1.24000,
,,,-00.000013550000,  -1.24000,
,,,-00.000013540000,  -1.28000,
,,,-00.000013530000,  -1.24000,
,,,-00.000013520000,  -1.24000,
,,,-00.000013510000,  -1.32000,
,,,-00.000013500000,  -1.20000,
,,,-00.000013490000,  -1.28000,
,,,-00.000013480000,  -1.36000,
,,,-00.000013470000,  -1.32000,
,,,-00.000013460000,  -1.32000,
,,,-00.000013450000,  -1.24000,
,,,-00.000013440000,  -1.32000,
,,,-00.000013430000,  -1.28000,
,,,-00.000013420000,  -1.32000,
,,,-00.000013410000,  -1.32000,
,,,-00.000013400000,  -1.20000,
,,,-00.000013390000,  -1.24000,
,,,-00.000013380000,  -1.20000,
,,,-00.000013370000,  -1.20000,
,,,-00.000013360000,  -1.32000,
,,,-00.000013350000,  -1.28000,
,,,-00.000013340000,  -1.20000,
,,,-00.000013330000,  -1.20000,
,,,-00.000013320000,  -1.28000,
,,,-00.000013310000,  -1.24000,
,,,-00.000013300000,  -1.24000,
